Genome1	Gen1	Start1	End1	Genome2	Gen2	Start2	End2	Info
1	At1g06270	1919272	1918241	1	At1g62930	23310199	23312299	1.3e-14
1	At1g51965	19317814	19315747	1	At1g62930	23310199	23312299	1.1e-52
1	At1g62670	23210330	23208438	1	At1g62930	23310199	23312299	8.2e-268
1	At1g62910	23302725	23306827	1	At1g62930	23310199	23312299	1.5e-259
1	At1g51680	19165132	19162675	1	At1g62940	23314219	23316412	1.4e-89
1	At1g12460	4247701	4250442	1	At1g62950	23318959	23321726	0.
1	At1g12540	4273135	4273978	1	At1g62975	23332566	23334187	1.2e-53
1	At1g12560	4276555	4277691	1	At1g62980	23335393	23336599	5.1e-101
1	At1g23380	8302481	8297488	1	At1g62990	23341133	23344013	1.9e-25
1	At1g53500	19972907	19970825	1	At1g63000	23346175	23347524	6.6e-131
1	At1g12610	4290832	4290203	1	At1g63030	23371813	23371268	1.3e-75
1	At1g12640	4305664	4303584	1	At1g63050	23381843	23379726	2.2e-219
1	At1g13040	4447645	4449198	1	At1g63070	23390832	23388989	3.7e-59
1	At1g08610	2735470	2733791	1	At1g63080	23394393	23392549	2.0e-49
1	At1g63070	23390832	23388989	1	At1g63080	23394393	23392549	2.3e-176
1	At1g12710	4328322	4326978	1	At1g63090	23396274	23394948	2.5e-122
1	At1g14920	5149409	5151010	1	At1g63100	23405032	23403056	1.4e-52
1	At1g55580	20767772	20769109	1	At1g63100	23405032	23403056	4.8e-48
1	At1g12730	4334673	4337607	1	At1g63110	23408535	23411422	1.5e-181
1	At1g12750	4346686	4345098	1	At1g63120	23414390	23412719	7.4e-100
1	At1g25290	8867144	8868932	1	At1g63120	23414390	23412719	4.6e-15
1	At1g52580	19591306	19592627	1	At1g63120	23414390	23412719	1.8e-57
1	At1g22960	8130231	8128075	1	At1g63130	23416519	23418411	9.8e-66
1	At1g62670	23210330	23208438	1	At1g63130	23416519	23418411	6.3e-277
1	At1g62930	23310199	23312299	1	At1g63130	23416519	23418411	2.0e-264
1	At1g63080	23394393	23392549	1	At1g63130	23416519	23418411	5.7e-267
1	At1g62900	23301457	23302201	1	At1g63140	23421182	23422540	1.9e-92
1	At1g62590	23182863	23180959	1	At1g63150	23423064	23424953	4.4e-260
1	At1g62910	23302725	23306827	1	At1g63150	23423064	23424953	2.3e-272
1	At1g63130	23416519	23418411	1	At1g63150	23423064	23424953	1.1e-247
1	At1g21690	7615664	7618351	1	At1g63160	23427436	23425733	2.8e-52
1	At1g12760	4348726	4350510	1	At1g63170	23429239	23430738	3.6e-105
1	At1g12780	4358118	4356122	1	At1g63180	23433049	23431224	2.9e-176
1	At1g63190	23435500	23436667	1	At1g63200	23438265	23437295	4.3e-56
1	At1g50690	18783436	18784079	1	At1g63205	23442342	23441354	1.4e-11
1	At1g63200	23438265	23437295	1	At1g63205	23442342	23441354	3.0e-41
1	At1g62860	23280142	23278341	1	At1g63230	23454809	23455866	1.1e-116
1	At1g47710	17560711	17562501	1	At1g63280	23475008	23475370	1.4e-32
1	At1g51330	19033512	19032509	1	At1g63280	23475008	23475370	4.0e-30
1	At1g62170	22977541	22979128	1	At1g63280	23475008	23475370	5.9e-36
1	At1g22060	7780575	7773362	1	At1g63300	23485858	23489732	2.4e-40
1	At1g22260	7865131	7860149	1	At1g63300	23485858	23489732	8.5e-13
1	At1g63070	23390832	23388989	1	At1g63320	23493195	23492549	2.5e-60
1	At1g12700	4326195	4322911	1	At1g63330	23493293	23495184	2.4e-158
1	At1g13040	4447645	4449198	1	At1g63330	23493293	23495184	1.4e-57
1	At1g62590	23182863	23180959	1	At1g63330	23493293	23495184	1.3e-267
1	At1g12200	4137625	4139833	1	At1g63340	23497684	23495547	1.4e-164
1	At1g62580	23176998	23180596	1	At1g63340	23497684	23495547	1.2e-197
1	At1g12220	4145009	4147678	1	At1g63350	23501296	23498600	1.1e-219
1	At1g62630	23189577	23192258	1	At1g63360	23505834	23503180	0.
1	At1g63350	23501296	23498600	1	At1g63360	23505834	23503180	8.4e-298
1	At1g12140	4121384	4123364	1	At1g63370	23509023	23506870	7.1e-150
1	At1g62620	23186343	23188529	1	At1g63370	23509023	23506870	2.2e-249
1	At1g62610	23186355	23185196	1	At1g63380	23509306	23510169	1.2e-126
1	At1g62570	23172872	23175448	1	At1g63390	23510632	23510172	3.7e-34
1	At1g63370	23509023	23506870	1	At1g63390	23510632	23510172	7.9e-41
1	At1g30610	10846658	10850499	1	At1g63400	23510985	23512718	8.4e-21
1	At1g62910	23302725	23306827	1	At1g63400	23510985	23512718	3.6e-258
1	At1g63130	23416519	23418411	1	At1g63400	23510985	23512718	8.7e-248
1	At1g53870	20115963	20116725	1	At1g63410	23515662	23513740	8.1e-23
1	At1g07220	2219378	2217072	1	At1g63420	23519539	23522442	4.5e-109
1	At1g63470	23542528	23540496	1	At1g63480	23545350	23543537	8.3e-101
1	At1g08620	2737557	2743373	1	At1g63490	23555611	23548603	1.8e-70
1	At1g30810	10941486	10938121	1	At1g63490	23555611	23548603	6.1e-48
1	At1g04490	1219324	1218019	1	At1g63520	23563868	23565536	6.9e-20
1	At1g10390	3412046	3407266	1	At1g63540	23571158	23573158	2.0e-18
1	At1g59660	21928358	21932898	1	At1g63540	23571158	23573158	1.8e-17
1	At1g63530	23567317	23568899	1	At1g63540	23571158	23573158	4.2e-38
1	At1g63550	23573524	23574553	1	At1g63570	23579113	23579967	6.7e-83
1	At1g63580	23580996	23581917	1	At1g63590	23583559	23584365	5.0e-78
1	At1g61750	22809983	22808660	1	At1g63600	23585379	23586287	2.5e-35
1	At1g63560	23576824	23577873	1	At1g63600	23585379	23586287	8.8e-71
1	At1g19525	6761622	6762572	1	At1g63630	23590961	23591883	1.2e-23
1	At1g62860	23280142	23278341	1	At1g63630	23590961	23591883	6.8e-90
1	At1g63230	23454809	23455866	1	At1g63630	23590961	23591883	1.0e-118
1	At1g09170	2962209	2956591	1	At1g63640	23598802	23592897	9.7e-124
1	At1g18410	6342453	6336521	1	At1g63640	23598802	23592897	6.2e-172
1	At1g01260	109595	111367	1	At1g63650	23603472	23606397	1.1e-33
1	At1g01650	238860	233188	1	At1g63690	23622153	23625745	3.6e-154
1	At1g05820	1749775	1753766	1	At1g63690	23622153	23625745	3.2e-85
1	At1g09000	2891114	2894990	1	At1g63700	23632694	23628871	1.6e-72
1	At1g53570	19991059	19994401	1	At1g63700	23632694	23628871	4.0e-110
1	At1g54960	20503590	20507254	1	At1g63700	23632694	23628871	5.3e-74
1	At1g01600	219200	220994	1	At1g63710	23637594	23636023	1.5e-204
1	At1g63730	23645433	23648795	1	At1g63740	23649188	23652470	0.
1	At1g04500	1224234	1221756	1	At1g63820	23687713	23686413	2.0e-23
1	At1g56540	21185329	21188971	1	At1g63870	23715564	23710794	1.4e-279
1	At1g63750	23654603	23658996	1	At1g63870	23715564	23710794	7.1e-317
1	At1g63870	23715564	23710794	1	At1g63880	23719710	23716177	0.
1	At1g59560	21885406	21887297	1	At1g63900	23720719	23722749	2.9e-98
1	At1g09540	3086335	3087691	1	At1g63910	23725288	23723631	9.6e-52
1	At1g18740	6464116	6465264	1	At1g63930	23731590	23732837	1.5e-64
1	At1g43630	16440036	16438885	1	At1g63930	23731590	23732837	1.6e-39
1	At1g01490	182066	180401	1	At1g63950	23738663	23739219	2.5e-12
1	At1g63950	23738663	23739219	1	At1g63960	23741864	23742169	3.7e-11
1	At1g47710	17560711	17562501	1	At1g64030	23758011	23756536	1.6e-96
1	At1g51330	19033512	19032509	1	At1g64030	23758011	23756536	1.5e-30
1	At1g62170	22977541	22979128	1	At1g64030	23758011	23756536	3.8e-119
1	At1g63280	23475008	23475370	1	At1g64030	23758011	23756536	1.6e-35
1	At1g64010	23755104	23754547	1	At1g64030	23758011	23756536	1.1e-57
1	At1g19230	6644180	6649140	1	At1g64060	23773929	23779980	1.2e-260
1	At1g56540	21185329	21188971	1	At1g64070	23783612	23787112	1.3e-276
1	At1g63740	23649188	23652470	1	At1g64070	23783612	23787112	1.0e-244
1	At1g63880	23719710	23716177	1	At1g64070	23783612	23787112	9.2e-292
1	At1g12300	4186074	4184161	1	At1g64100	23795248	23797304	1.3e-164
1	At1g12620	4296746	4294881	1	At1g64100	23795248	23797304	1.4e-160
1	At1g12770	4351886	4355838	1	At1g64100	23795248	23797304	1.8e-160
1	At1g62860	23280142	23278341	1	At1g64100	23795248	23797304	6.3e-142
1	At1g63080	23394393	23392549	1	At1g64100	23795248	23797304	1.8e-160
1	At1g63230	23454809	23455866	1	At1g64100	23795248	23797304	5.5e-104
1	At1g63630	23590961	23591883	1	At1g64100	23795248	23797304	1.4e-80
1	At1g52890	19702112	19700960	1	At1g64105	23798741	23799226	1.8e-12
1	At1g02890	651797	645372	1	At1g64110	23804918	23800550	1.8e-155
1	At1g62130	22972585	22966030	1	At1g64110	23804918	23800550	1.1e-121
1	At1g25520	8962311	8964160	1	At1g64150	23816242	23812710	4.0e-24
1	At1g50660	18775054	18778053	1	At1g64180	23825303	23827856	2.7e-19
1	At1g48480	17922143	17924411	1	At1g64210	23834696	23836526	1.1e-95
1	At1g14400	4928131	4927289	1	At1g64230	23837455	23838883	3.7e-34
1	At1g16890	5778320	5776543	1	At1g64230	23837455	23838883	1.1e-36
1	At1g36340	13686136	13685003	1	At1g64230	23837455	23838883	1.3e-24
1	At1g63800	23672666	23671551	1	At1g64230	23837455	23838883	3.1e-23
1	At1g49920	18487901	18485466	1	At1g64260	23851419	23853578	2.3e-217
1	At1g64255	23848617	23850869	1	At1g64260	23851419	23853578	2.0e-234
1	At1g64290	23862151	23861057	1	At1g64295	23864287	23863217	1.3e-61
1	At1g01450	165517	164105	1	At1g64300	23867206	23869439	1.6e-113
1	At1g03080	737332	731794	1	At1g64330	23875835	23877633	2.0e-18
1	At1g64320	23872699	23874211	1	At1g64330	23875835	23877633	1.5e-13
1	At1g22190	7836234	7837019	1	At1g64380	23895651	23894644	3.5e-25
1	At1g19940	6920259	6918314	1	At1g64390	23914992	23918305	1.4e-105
1	At1g48930	18108255	18105450	1	At1g64390	23914992	23918305	3.8e-167
1	At1g49430	18294856	18299309	1	At1g64400	23923344	23919465	8.5e-202
1	At1g35143	12855111	12854986	1	At1g64410	23935866	23930056	2.5e-12
1	At1g52960	19735299	19738872	1	At1g64410	23935866	23930056	0.
1	At1g12780	4358118	4356122	1	At1g64440	23940765	23943228	1.1e-123
1	At1g30620	10855478	10857952	1	At1g64440	23940765	23943228	1.1e-71
1	At1g63180	23433049	23431224	1	At1g64440	23940765	23943228	2.5e-122
1	At1g27570	9575525	9582363	1	At1g64460	23948343	23947351	5.7e-22
1	At1g32760	11858231	11859175	1	At1g64500	23956933	23958039	3.9e-39
1	At1g20640	7155191	7157976	1	At1g64530	23963483	23966559	2.1e-120
1	At1g21990	7742095	7740519	1	At1g64540	23970572	23972088	5.4e-97
1	At1g47920	17664764	17666063	1	At1g64540	23970572	23972088	4.8e-72
1	At1g48400	17887523	17885804	1	At1g64540	23970572	23972088	1.5e-110
1	At1g06580	2015941	2014439	1	At1g64580	23992403	23988741	1.8e-160
1	At1g13630	4672823	4670305	1	At1g64580	23992403	23988741	6.6e-66
1	At1g13800	4733704	4731053	1	At1g64580	23992403	23988741	1.3e-61
1	At1g62680	23213540	23211912	1	At1g64580	23992403	23988741	2.4e-142
1	At1g62910	23302725	23306827	1	At1g64580	23992403	23988741	3.5e-180
1	At1g48870	18078125	18075993	1	At1g64610	24004960	24002583	1.3e-87
1	At1g06150	1873193	1867128	1	At1g64625	24020541	24022844	1.4e-51
1	At1g49160	18185535	18183141	1	At1g64630	24023583	24025777	9.3e-125
1	At1g33320	12080989	12083442	1	At1g64660	24032640	24034200	7.3e-38
1	At1g03055	711763	710102	1	At1g64680	24039734	24040725	1.1e-36
1	At1g22430	7919224	7921583	1	At1g64710	24048301	24049976	4.4e-95
1	At1g32780	11872575	11869957	1	At1g64710	24048301	24049976	3.5e-141
1	At1g55960	20933490	20931627	1	At1g64720	24052200	24050550	4.3e-33
1	At1g04820	1358265	1356420	1	At1g64740	24053777	24055959	1.4e-201
1	At1g50010	18521405	18523397	1	At1g64740	24053777	24055959	1.4e-201
1	At1g55370	20678518	20679737	1	At1g64770	24061212	24063078	6.0e-23
1	At1g31450	11261190	11259853	1	At1g64830	24096229	24094934	1.3e-95
1	At1g08540	2703464	2706699	1	At1g64860	24102160	24104409	2.0e-42
1	At1g49290	18237292	18236276	1	At1g64870	24106580	24107494	1.1e-24
1	At1g04570	1248599	1246858	1	At1g64890	24113415	24114828	3.4e-72
1	At1g50580	18734499	18735845	1	At1g64920	24122461	24121103	3.2e-154
1	At1g64910	24120330	24118987	1	At1g64920	24122461	24121103	2.6e-200
1	At1g64940	24127452	24128987	1	At1g64950	24131250	24132782	6.8e-232
1	At1g20330	7040043	7038958	1	At1g64970	24139656	24138000	2.1e-14
1	At1g48600	17969742	17972745	1	At1g64970	24139656	24138000	7.1e-12
1	At1g22260	7865131	7860149	1	At1g65010	24153577	24157687	4.7e-14
1	At1g24460	8666060	8672346	1	At1g65010	24153577	24157687	5.0e-21
1	At1g51680	19165132	19162675	1	At1g65060	24175120	24171048	3.6e-171
1	At1g65110	24191993	24187622	1	At1g65120	24199570	24195120	0.
1	At1g52450	19549935	19545353	1	At1g65130	24204685	24200135	2.9e-284
1	At1g65120	24199570	24195120	1	At1g65130	24204685	24200135	0.
1	At1g65050	24169342	24167949	1	At1g65150	24209221	24207830	1.7e-101
1	At1g65140	24205277	24206889	1	At1g65160	24209887	24211401	1.2e-76
1	At1g65160	24209887	24211401	1	At1g65170	24213276	24214779	9.8e-76
1	At1g65130	24204685	24200135	1	At1g65200	24226452	24222133	0.
1	At1g09910	3224453	3220153	1	At1g65210	24228475	24229478	7.0e-67
1	At1g05840	1766149	1762842	1	At1g65240	24237012	24234626	7.4e-116
1	At1g65190	24220881	24219691	1	At1g65250	24238095	24239213	1.4e-135
1	At1g22590	7983500	7983991	1	At1g65300	24258592	24259428	8.4e-21
1	At1g31630	11319528	11318509	1	At1g65300	24258592	24259428	2.1e-49
1	At1g59930	22065146	22064748	1	At1g65330	24270983	24270144	2.2e-20
1	At1g65300	24258592	24259428	1	At1g65330	24270983	24270144	7.6e-114
1	At1g57750	21389344	21387851	1	At1g65340	24273309	24271798	8.3e-172
1	At1g64470	23949089	23948448	1	At1g65350	24280938	24280054	5.6e-16
1	At1g01530	193662	192640	1	At1g65360	24285000	24285814	6.3e-71
1	At1g65150	24209221	24207830	1	At1g65370	24289362	24288370	1.3e-77
1	At1g33920	12319885	12320850	1	At1g65390	24296229	24298229	4.9e-32
1	At1g53270	19866546	19868318	1	At1g65410	24299025	24300995	1.9e-18
1	At1g05890	1779630	1784165	1	At1g65430	24309822	24304828	3.0e-199
1	At1g63210	23447353	23451019	1	At1g65440	24317990	24310608	0.
1	At1g27620	9608431	9610419	1	At1g65445	24319538	24320154	8.8e-13
1	At1g65490	24358455	24358838	1	At1g65500	24361550	24362038	2.8e-20
1	At1g65500	24361550	24362038	1	At1g65510	24363119	24363510	3.7e-11
1	At1g49960	18502368	18505367	1	At1g65550	24374463	24371357	3.6e-139
1	At1g60030	22120313	22117658	1	At1g65550	24374463	24371357	3.6e-139
1	At1g49670	18389689	18385259	1	At1g65560	24377336	24375271	1.9e-25
1	At1g05660	1696057	1694285	1	At1g65570	24379509	24377761	8.3e-101
1	At1g05630	1682482	1686003	1	At1g65580	24387603	24381261	2.1e-244
1	At1g47510	17440736	17438431	1	At1g65580	24387603	24381261	3.3e-21
1	At1g05590	1669870	1671685	1	At1g65590	24389659	24394652	7.5e-45
1	At1g19940	6920259	6918314	1	At1g65610	24398924	24395486	9.4e-77
1	At1g51150	18952958	18952038	1	At1g65640	24417190	24414514	1.6e-42
1	At1g65630	24412731	24410205	1	At1g65640	24417190	24414514	1.2e-154
1	At1g54540	20372088	20371369	1	At1g65690	24436561	24435305	1.0e-45
1	At1g19120	6608279	6609153	1	At1g65700	24439533	24438126	7.4e-13
1	At1g48370	17878228	17880924	1	At1g65730	24446302	24449785	2.9e-233
1	At1g44080	16758110	16756384	1	At1g65740	24456874	24455759	1.8e-42
1	At1g57906	21439092	21440475	1	At1g65740	24456874	24455759	3.5e-35
1	At1g65740	24456874	24455759	1	At1g65760	24462254	24463378	8.9e-120
1	At1g65760	24462254	24463378	1	At1g65770	24465401	24464319	9.5e-84
1	At1g11340	3817420	3814116	1	At1g65800	24476829	24480186	4.2e-188
1	At1g65790	24472595	24475992	1	At1g65800	24476829	24480186	0.
1	At1g16800	5755256	5745516	1	At1g65810	24484391	24480706	6.6e-44
1	At1g65780	24470551	24466621	1	At1g65810	24484391	24480706	3.1e-227
1	At1g12140	4121384	4123364	1	At1g65860	24506341	24502873	1.6e-166
1	At1g62540	23155535	23159092	1	At1g65860	24506341	24502873	5.4e-200
1	At1g22900	8104462	8103899	1	At1g65870	24507287	24507856	3.0e-57
1	At1g58170	21539853	21540410	1	At1g65870	24507287	24507856	5.4e-42
1	At1g20560	7121720	7119917	1	At1g65880	24514400	24512296	3.3e-145
1	At1g30520	10811021	10813528	1	At1g65880	24514400	24512296	4.9e-31
1	At1g65880	24514400	24512296	1	At1g65890	24518274	24516261	1.3e-294
1	At1g32510	11756980	11758098	1	At1g65910	24527771	24524596	5.6e-47
1	At1g33060	11978473	11975498	1	At1g65910	24527771	24524596	1.4e-52
1	At1g54330	20284547	20283382	1	At1g65910	24527771	24524596	6.9e-65
1	At1g54340	20287187	20290173	1	At1g65930	24542751	24545524	2.2e-194
1	At1g61640	22752718	22750294	1	At1g65950	24554782	24550523	3.0e-23
1	At1g27980	9748799	9752605	1	At1g65960	24555757	24560916	3.0e-18
1	At1g60740	22364792	22365482	1	At1g65970	24561892	24561190	2.6e-74
1	At1g65970	24561892	24561190	1	At1g65980	24564416	24563187	5.5e-72
1	At1g65980	24564416	24563187	1	At1g65990	24577134	24575266	1.1e-48
1	At1g48800	18053512	18056643	1	At1g66020	24581239	24583660	1.9e-156
1	At1g47620	17512118	17510556	1	At1g66030	24586812	24587315	3.0e-57
1	At1g57800	21415948	21412412	1	At1g66040	24590344	24587483	3.7e-211
1	At1g57820	21421567	21418007	1	At1g66050	24593197	24596279	3.2e-225
1	At1g66040	24590344	24587483	1	At1g66050	24593197	24596279	2.8e-306
1	At1g66000	24578007	24578954	1	At1g66060	24598795	24597848	6.0e-153
1	At1g56540	21185329	21188971	1	At1g66090	24605884	24608236	2.0e-138
1	At1g63730	23645433	23648795	1	At1g66090	24605884	24608236	2.4e-117
1	At1g64070	23783612	23787112	1	At1g66090	24605884	24608236	7.0e-120
1	At1g20560	7121720	7119917	1	At1g66120	24616303	24618353	1.9e-140
1	At1g65890	24518274	24516261	1	At1g66120	24616303	24618353	4.3e-239
1	At1g34200	12455771	12456913	1	At1g66130	24618703	24620405	1.3e-63
1	At1g24625	8726624	8725995	1	At1g66140	24624508	24623726	4.2e-30
1	At1g06840	2103478	2097853	1	At1g66150	24635166	24638078	6.1e-79
1	At1g24650	8734556	8737301	1	At1g66150	24635166	24638078	8.9e-241
1	At1g34290	12497978	12498778	1	At1g66150	24635166	24638078	1.7e-20
1	At1g33420	12123326	12121043	1	At1g66170	24644885	24642456	8.2e-70
1	At1g48470	17917452	17919594	1	At1g66200	24661183	24659183	9.4e-164
1	At1g32940	11937614	11940836	1	At1g66210	24672313	24669398	7.8e-220
1	At1g66210	24672313	24669398	1	At1g66220	24674199	24677324	7.2e-237
1	At1g24380	8646674	8647598	1	At1g66235	24687537	24686669	4.5e-29
1	At1g11820	3993326	3991143	1	At1g66250	24696726	24699079	2.0e-147
1	At1g52400	19518919	19521599	1	At1g66280	24713400	24710422	4.9e-190
1	At1g66270	24706658	24703773	1	At1g66280	24713400	24710422	2.7e-269
1	At1g60410	22262794	22264191	1	At1g66310	24728138	24726634	2.1e-54
1	At1g66300	24721713	24720160	1	At1g66310	24728138	24726634	3.9e-165
1	At1g66290	24718506	24716969	1	At1g66320	24732277	24730704	5.2e-147
1	At1g04310	1157124	1155115	1	At1g66340	24738361	24741029	9.6e-84
1	At1g14920	5149409	5151010	1	At1g66350	24751990	24753525	1.6e-162
1	At1g50420	18683293	18681845	1	At1g66350	24751990	24753525	6.6e-61
1	At1g55580	20767772	20769109	1	At1g66350	24751990	24753525	1.7e-47
1	At1g63100	23405032	23403056	1	At1g66350	24751990	24753525	1.1e-54
1	At1g48590	17966647	17967942	1	At1g66360	24755094	24756270	3.2e-51
1	At1g22640	8006278	8007208	1	At1g66370	24757297	24758267	3.4e-40
1	At1g56650	21238754	21237379	1	At1g66390	24767715	24769063	8.9e-104
1	At1g66370	24757297	24758267	1	At1g66390	24767715	24769063	1.8e-96
1	At1g18210	6268778	6268266	1	At1g66400	24774992	24774519	1.6e-33
1	At1g24620	8724439	8723879	1	At1g66400	24774992	24774519	2.1e-31
1	At1g32250	11639823	11640323	1	At1g66410	24779448	24778094	1.3e-31
1	At1g55950	20931115	20930504	1	At1g66420	24780847	24781695	3.4e-17
1	At1g61730	22798242	22797112	1	At1g66420	24780847	24781695	9.3e-36
1	At1g06030	1826879	1828129	1	At1g66430	24782063	24784056	1.6e-95
1	At1g62030	22930205	22927974	1	At1g66440	24785834	24788014	4.6e-202
1	At1g44030	16729006	16727213	1	At1g66450	24789863	24791965	8.5e-138
1	At1g66440	24785834	24788014	1	At1g66450	24789863	24791965	3.4e-237
1	At1g21590	7569683	7566602	1	At1g66460	24795651	24793557	1.4e-66
1	At1g10890	3629090	3632131	1	At1g66490	24814212	24813084	2.1e-70
1	At1g32140	11564813	11562722	1	At1g66490	24814212	24813084	2.9e-73
1	At1g66550	24832200	24833252	1	At1g66560	24837242	24838294	4.5e-93
1	At1g09960	3244260	3246720	1	At1g66570	24840905	24838972	1.9e-124
1	At1g22710	8032959	8030900	1	At1g66570	24840905	24838972	8.0e-190
1	At1g14320	4888265	4889403	1	At1g66580	24842871	24844102	4.2e-113
1	At1g26910	9321696	9322800	1	At1g66580	24842871	24844102	4.7e-114
1	At1g66560	24837242	24838294	1	At1g66600	24852069	24852998	5.7e-93
1	At1g66610	24855113	24853379	1	At1g66620	24857707	24856469	1.1e-97
1	At1g66620	24857707	24856469	1	At1g66630	24860377	24859142	4.5e-77
1	At1g66320	24732277	24730704	1	At1g66640	24861101	24862674	4.7e-200
1	At1g66650	24865484	24863776	1	At1g66660	24866691	24865719	8.6e-51
1	At1g02560	538000	539805	1	At1g66670	24869309	24867658	3.0e-48
1	At1g11750	3967609	3969535	1	At1g66670	24869309	24867658	1.4e-36
1	At1g12410	4223097	4224952	1	At1g66670	24869309	24867658	3.5e-31
1	At1g66690	24874461	24873217	1	At1g66700	24878353	24877123	2.4e-174
1	At1g66700	24878353	24877123	1	At1g66720	24884899	24886143	3.5e-141
1	At1g08130	2547812	2542910	1	At1g66730	24888654	24895486	5.4e-137
1	At1g19025	6568911	6570791	1	At1g66730	24888654	24895486	5.2e-11
1	At1g27410	9517213	9518730	1	At1g66730	24888654	24895486	3.7e-24
1	At1g49250	18224201	18227924	1	At1g66730	24888654	24895486	2.0e-114
1	At1g18040	6209292	6207121	1	At1g66750	24898438	24900678	3.2e-131
1	At1g21460	7513270	7512019	1	At1g66770	24910899	24910114	1.5e-46
1	At1g64820	24092268	24094221	1	At1g66780	24912876	24915148	9.6e-194
1	At1g66760	24905773	24907876	1	At1g66780	24912876	24915148	1.2e-140
1	At1g09490	3064174	3065817	1	At1g66800	24928517	24929901	5.6e-118
1	At1g25320	8877975	8880167	1	At1g66830	24936497	24934363	1.0e-157
1	At1g48750	18039687	18039971	1	At1g66850	24940648	24940956	9.6e-20
1	At1g15040	5181310	5180033	1	At1g66860	24945903	24948015	1.3e-132
1	At1g18390	6327456	6329928	1	At1g66880	24950591	24959101	2.2e-124
1	At1g25390	8908787	8906627	1	At1g66880	24950591	24959101	7.1e-115
1	At1g66910	24967604	24965297	1	At1g66930	24974186	24976732	1.7e-193
1	At1g15210	5236568	5231547	1	At1g66950	24981902	24988124	0.
1	At1g15520	5338170	5331988	1	At1g66950	24981902	24988124	0.
1	At1g66970	24999668	24996409	1	At1g66980	25005624	25001154	9.6e-313
1	At1g66930	24974186	24976732	1	At1g67000	25010802	25007880	1.0e-253
1	At1g18380	6325869	6326621	1	At1g67025	25018098	25017007	1.7e-45
1	At1g66940	24978347	24976864	1	At1g67025	25018098	25017007	3.7e-11
1	At1g10480	3449735	3450370	1	At1g67030	25020307	25020900	2.4e-14
1	At1g30920	11005425	11004223	1	At1g67130	25104288	25102925	2.5e-81
1	At1g31090	11094388	11095630	1	At1g67130	25104288	25102925	6.2e-68
1	At1g65985	24572133	24566241	1	At1g67150	25126251	25128270	3.7e-43
1	At1g55170	20584245	20585373	1	At1g67170	25131390	25132808	1.7e-29
1	At1g10780	3594311	3592876	1	At1g67190	25136717	25137976	7.0e-11
1	At1g16710	5714685	5721775	1	At1g67220	25149250	25153993	1.7e-180
1	At1g55970	20941955	20936116	1	At1g67220	25149250	25153993	6.2e-156
1	At1g05320	1554855	1557769	1	At1g67230	25159695	25155224	1.2e-14
1	At1g13220	4515696	4520068	1	At1g67230	25159695	25155224	1.0e-156
1	At1g08110	2535699	2537627	1	At1g67280	25194210	25192226	2.5e-15
1	At1g11840	3996044	3997517	1	At1g67280	25194210	25192226	3.7e-114
1	At1g14430	4934354	4937016	1	At1g67290	25196823	25194831	2.5e-115
1	At1g19900	6908675	6907029	1	At1g67290	25196823	25194831	2.0e-113
1	At1g05030	1441384	1438323	1	At1g67300	25200414	25197495	1.3e-102
1	At1g54730	20428138	20433645	1	At1g67300	25200414	25197495	4.0e-46
1	At1g50300	18635330	18632486	1	At1g67325	25216075	25213488	3.6e-14
1	At1g09610	3111791	3112639	1	At1g67330	25217781	25218656	6.8e-58
1	At1g27930	9732366	9731497	1	At1g67330	25217781	25218656	5.4e-97
1	At1g33800	12261460	12262436	1	At1g67330	25217781	25218656	4.2e-58
1	At1g03620	906012	904318	1	At1g67400	25254550	25251762	1.6e-67
1	At1g34270	12494492	12492549	1	At1g67410	25257231	25255269	1.6e-56
1	At1g27400	9515217	9516712	1	At1g67430	25265872	25267290	3.1e-78
1	At1g32140	11564813	11562722	1	At1g67450	25269826	25271022	1.7e-70
1	At1g67450	25269826	25271022	1	At1g67455	25271808	25273138	4.2e-26
1	At1g67440	25269214	25267568	1	At1g67460	25275280	25273289	9.2e-128
1	At1g65250	24238095	24239213	1	At1g67470	25275910	25277079	1.1e-116
1	At1g16250	5557208	5558691	1	At1g67480	25280957	25282192	1.2e-26
1	At1g27420	9519095	9520507	1	At1g67480	25280957	25282192	3.9e-62
1	At1g30090	10560926	10559730	1	At1g67480	25280957	25282192	2.5e-28
1	At1g55270	20623592	20622000	1	At1g67480	25280957	25282192	4.1e-28
1	At1g24320	8630924	8626426	1	At1g67490	25290244	25284296	0.
1	At1g25320	8877975	8880167	1	At1g67510	25303847	25301140	1.5e-131
1	At1g66830	24936497	24934363	1	At1g67510	25303847	25301140	2.1e-111
1	At1g11330	3810372	3813416	1	At1g67520	25309520	25307102	3.9e-100
1	At1g15165	5219891	5217714	1	At1g67530	25311892	25314744	2.0e-20
1	At1g24330	8631768	8634824	1	At1g67530	25311892	25314744	2.3e-318
1	At1g27910	9723962	9720949	1	At1g67530	25311892	25314744	9.8e-256
1	At1g17420	5977505	5981377	1	At1g67560	25323589	25327780	1.2e-234
1	At1g55020	20529465	20533810	1	At1g67560	25323589	25327780	1.2e-179
1	At1g50630	18757237	18755322	1	At1g67570	25328981	25330601	9.7e-59
1	At1g18040	6209292	6207121	1	At1g67580	25334628	25331390	1.4e-68
1	At1g20930	7294653	7292741	1	At1g67580	25334628	25331390	1.9e-71
